PlayerId;TeamId;FranchiseId;First Name;Last Name;Nick Name;Height;Weight;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired;Hand
3496;86;86;Nikolas;Rossetto;;69;175;2008-8-2;Sault Ste. Marie;ON;Canada;;;0;Right
3497;95;95;Henry;Doucet;;72;176;2008-8-11;Lac du Bonnet;MB;Canada;;;0;Left
3498;94;94;Nick;Frasca;;73;190;2008-5-4;Caledon;ON;Canada;;;0;Left
3499;97;97;Colin;Ellsworth;;73;187;2008-12-3;Aurora;ON;Canada;;;0;Left
3500;93;93;Owen;Cartwright;;72;178;2008-3-28;Toronto;ON;Canada;;;0;Right
3501;100;100;Elliot;Arnett;;73;190;2008-3-12;Barrie;ON;Canada;;;0;Left
3502;101;101;Christian;Colosimo;;76;218;2008-12-1;Vaughan;ON;Canada;;;0;Left
3503;90;90;Genc;Ula;;73;200;2008-10-26;Chappaqua;NY;The United States;;;0;Left
3504;102;102;Blake;Barnes;;70;175;2008-5-14;Toronto;ON;Canada;;;0;Right
3505;97;97;Dawson;Morris;;72;175;2008-3-13;Sudbury;ON;Canada;;;0;Left
3506;102;102;Liam;Campbell;;69;150;2008-10-22;Edmonton;AB;Canada;;;0;Left
3507;100;100;Mason;Walker;;69;164;2008-11-26;Sudbury;ON;Canada;;;0;Left
3508;86;86;Oliver;Phillips;;78;213;2007-11-29;Ottawa;ON;Canada;;;0;Left
3509;89;89;Rowan;Henderson;;72;161;2007-12-10;Wellesley;ON;Canada;;;0;Left
3510;104;104;Erik;Muxlow;;71;176;2007-3-21;Tecumseh;ON;Canada;;;0;Left
3511;114;114;Kornei;Korneyev;;73;182;2007-10-16;Almaty;ALM;Kazakhstan;;;0;Left
3512;116;116;William;Lacelle;;73;159;2007-12-26;Montreal;QC;Canada;;;0;Left
3513;108;108;Samuel;Meloche;;76;211;2007-7-22;Les Cèdres;QC;Canada;;;0;Left
3514;123;123;Linards;Feldbergs;;74;199;2005-8-16;Riga;RIG;Latvia;;;0;Right
3515;114;114;Nathan;Lecompte;;70;174;2007-1-19;Montreal;QC;Canada;;;0;Right
3516;106;106;Harijs;Cjunskis;;74;187;2006-4-30;Riga;RIG;Latvia;Switzerland;;0;Left
3517;113;113;Matyáš;Melovský;;73;205;2004-5-25;Unicov;OLO;Czech Republic;;;0;Right
3518;108;108;Lars;Steiner;;70;174;2007-11-12;Davos;GR;Switzerland;;;0;Right
3519;120;120;Julius;Sumpf;;74;187;2005-1-11;Munich;BAV;Germany;Canada;;0;Left
3520;122;122;Dylan;Rozzi;;72;160;2008-3-8;Kirkland;QC;Canada;;;0;Left
3521;117;117;Louis-François;Bélanger;;68;170;2007-11-14;Matane;QC;Canada;;;0;Left
3522;121;121;Will;Shields;;70;172;2006-3-24;Windsor;NS;Canada;;;0;Right
3523;119;119;Owen;Phillips;;72;192;2006-1-12;Hammonds Plains Road;NS;Canada;;;0;Left
3524;108;108;Anthony;Paré;;74;194;2006-9-1;Mont-Joli;QC;Canada;;;0;Left
3525;113;113;Jérémy;Leroux;;69;185;2006-5-15;Mirabel;QC;Canada;;;0;Right
3526;111;111;Philippe;Veilleux;Philou;70;167;2007-3-26;Brossard;QC;Canada;;;0;Left
3527;115;115;Justin;Côté;;67;167;2004-7-11;Salaberry-de-Valleyfield;QC;Canada;;;0;Left
3528;121;121;Carl-Étienne;Michel;;72;187;2004-4-23;Magog;QC;Canada;;;0;Left
3529;123;123;Hugo;Primeau;;71;159;2004-2-5;Mercier;QC;Canada;;;0;Left
3530;107;107;Rémi;Delafontaine;;72;196;2004-2-10;Sherbrooke;QC;Canada;;;0;Left
3531;108;108;Alex;Carr;;72;190;2004-3-30;Sackville;NS;Canada;;;0;Right
3532;111;111;Joseph;Henneberry;;74;183;2004-12-20;Halifax;NS;Canada;;;0;Left
3533;110;110;Luke;Woodworth;;69;163;2004-4-1;Bridgewater;NS;Canada;;;0;Right
3534;108;108;Leighton;Carruthers;;72;209;2004-7-18;Halifax;NS;Canada;;;0;Left
3535;118;118;Jacob;Newcombe;;72;201;2004-4-27;Halifax;NS;Canada;;;0;Left
3536;120;120;Markus;Vidicek;;70;177;2004-3-21;Kirkland;QC;Canada;;;0;Left
3537;122;122;Charles-Edward;Gravel;;73;197;2004-3-23;Lévis;QC;Canada;;;0;Right
3538;111;111;Francesco;Iasenza;;73;201;2004-7-11;Quebec City;QC;Canada;;;0;Left
3539;113;113;Anthony;Lavoie;;72;198;2004-1-25;Lévis;QC;Canada;;;0;Left
3540;107;107;Jonathan;Fauchon;;70;165;2004-1-13;Lévis;QC;Canada;;;0;Left
3541;116;116;Charles;Côté;;78;187;2004-7-2;Valcourt;QC;Canada;;;0;Left
3542;123;123;Charles-Antoine;Beauregard;;71;176;2004-5-10;Quebec City;QC;Canada;;;0;Left
3543;116;116;Pier-Olivier;Roy;;72;170;2004-3-5;Lévis;QC;Canada;;;0;Left
3544;114;114;Félix;Gagnon;;72;187;2004-6-10;Saguenay;QC;Canada;;;0;Right
3545;109;109;Nathan;Drapeau;;71;195;2004-12-28;Mont-Joli;QC;Canada;;;0;Left
3546;121;121;Nicolas;Ruccia;;72;182;2004-4-12;Laval;QC;Canada;;;0;Left
3547;110;110;Sam;Oliver;;71;189;2004-7-4;Saint John;NB;Canada;;;0;Left
3548;110;110;Riley;Mercer;;75;215;2004-3-31;Bay Roberts;NL;Canada;;;0;Left
3549;114;114;Kassim;Gaudet;;72;181;2004-3-22;Victoriaville;QC;Canada;;;0;Left
3550;106;106;Jérémie;Minville;;71;196;2004-4-8;Drummondville;QC;Canada;;;0;Left
3551;107;107;Emanuelson;Charbonneau;Manu;75;195;2004-1-14;Saint-Jean-sur-Richelieu;QC;Canada;;;0;Right
3552;120;120;Yoan;Loshing;;71;163;2004-2-29;Sainte-Catherine;QC;Canada;;;0;Left
3553;109;109;Donovan;Arsenault;;74;207;2004-6-18;Summerside;PE;Canada;;;0;Right
3554;121;121;Simon;Hughes;;74;179;2004-1-16;Kensington;PE;Canada;;;0;Left
3555;117;117;Colby;Huggan;;71;141;2004-6-29;Charlottetown;PE;Canada;;;0;Left
3556;112;112;Louis-Philippe;Fontaine;;68;187;2004-8-12;Chambly;QC;Canada;;;0;Left
3557;117;117;François-James;Buteau;;76;209;2004-4-28;Blainville;QC;Canada;;;0;Left
3558;119;119;Mathis;Rousseau;;71;172;2004-9-10;Boisbriand;QC;Canada;;;0;Left
3559;119;119;Braeden;MacPhee;;70;168;2004-5-30;Moncton;NB;Canada;;;0;Right
3560;108;108;Antonin;Verreault;;69;183;2004-7-28;Mirabel;QC;Canada;;;0;Left
3561;111;111;Mathis;Aguilar;;75;205;2004-11-17;Mirabel;QC;Canada;;;0;Left
3562;106;106;Émeric;Gaudet;;77;185;2004-3-9;Rouyn-Noranda;QC;Canada;;;0;Left
3563;113;113;Julien;Paillé;;72;191;2004-9-10;Sherbrooke;QC;Canada;;;0;Left
3564;112;112;Isaac;Ménard;;70;179;2004-4-8;Trois-Rivières;QC;Canada;;;0;Left
3565;122;122;Harrison;Ballard;;74;181;2004-4-16;Scottsdale;AZ;Canada;The United States;;0;Right
3566;119;119;Brady;Schultz;;71;190;2004-7-23;Monroe;CT;The United States;;;0;Left
3567;118;118;Olivier;Houde;;72;181;2004-1-2;Saguenay;QC;Canada;;;0;Left
3568;117;117;Cameron;MacLean;;72;198;2004-3-24;Montreal;QC;Canada;;;0;Left
3569;113;113;Kyle;Morey;;71;170;2005-6-27;Kitchener;ON;Canada;;;0;Left
3570;115;115;Jack;Greenwell;;71;161;2005-1-5;London;ON;Canada;;;0;Right
3571;106;106;Lukas;Landry;;69;170;2005-5-17;Gatineau;QC;Canada;Switzerland;;0;Right
3572;110;110;Adam;Cavallin;;71;187;2005-3-4;Regensburg;BAV;Canada;England;;0;Left
3573;121;121;Kyle;Powers;;73;190;2005-2-17;Ottawa;ON;Canada;;;0;Left
3574;110;110;Spencer;Caines;;75;205;2005-12-1;Pasadena;NL;Canada;;;0;Left
3575;115;115;Antoine;Dorion;;73;196;2005-11-2;Ottawa;ON;Canada;;;0;Right
3576;106;106;Nolan;Ling;;71;179;2005-12-11;Oshawa;ON;Canada;;;0;Left
3577;117;117;Émile;Perron;;72;177;2005-4-10;Gatineau;QC;Canada;;;0;Left
3578;111;111;Alexis;Bourque;;73;187;2005-5-26;Gatineau;QC;Canada;;;0;Left
3579;122;122;Nicolas;Bilodeau;;67;176;2005-3-24;Gatineau;QC;Canada;;;0;Left
3580;112;112;Mathys;Fernandez;;72;184;2005-3-25;Blainville;QC;Canada;;;0;Left
3581;109;109;Alexandre;Guy;;74;193;2005-11-11;Terrebonne;QC;Canada;;;0;Right
3582;110;110;Simon-Pier;Brunet;;74;209;2005-10-24;Gatineau;QC;Canada;;;0;Right
3583;116;116;Vincent;Murray;;73;174;2006-1-3;Gatineau;QC;Canada;;;0;Left
3584;122;122;Giuliano;Caputo;;72;231;2006-2-15;Blainville;QC;Canada;;;0;Right
3585;107;107;Olivier;Filaj;;72;183;2006-5-14;Montreal;QC;Canada;;;0;Left
3586;113;113;Justin;Poirier;;69;183;2006-9-4;Montreal;QC;Canada;;;0;Right
3587;120;120;Adam;Fortier-Gendron;;73;198;2006-1-21;Montreal;QC;Canada;;;0;Left
3588;117;117;Noah;Laberge;;74;181;2006-10-9;Burlington;ON;Canada;;;0;Left
3589;111;111;Gabriel;D'Aigle;;76;220;2006-11-21;Sorel-Tracy;QC;Canada;;;0;Left
3590;118;118;Tomas;Lavoie;;76;230;2006-3-31;Montreal;QC;Canada;;;0;Right
3591;108;108;Bill;Zonnon;;74;190;2006-10-3;Montreal;QC;Canada;;;0;Left
3592;110;110;William;Dumont;;70;168;2006-8-30;Montreal;QC;Canada;;;0;Left
3593;118;118;Étienne;Giroux;;70;165;2006-5-30;Montreal;QC;Canada;;;0;Right
3594;113;113;Mattias;Gilbert;;78;214;2006-1-29;Montreal;QC;Canada;;;0;Right
3595;111;111;Lucas;Fortin;;71;168;2006-1-3;Montreal;QC;Canada;;;0;Left
3596;108;108;Samuel;Carreiras-Pata;;72;185;2006-7-23;Laval;QC;Canada;;;0;Left
3597;121;121;Brett;Yuzik;;76;196;2006-3-18;Montreal;QC;Canada;;;0;Right
3598;117;117;Mavrick;Brunet;;71;176;2006-10-8;Laval;QC;Canada;;;0;Left
3599;115;115;Alexandre;Desmarais;;71;174;2006-3-30;Montreal;QC;Canada;;;0;Left
3600;112;112;Vince;Elie;;68;192;2005-4-5;Montreal;QC;Canada;;;0;Left
3601;107;107;Beck;Majdell;;71;174;2005-1-11;Montreal;QC;Canada;;;0;Left
3602;113;113;Kyle;Hagen;;73;183;2005-3-4;Montreal;QC;Canada;;;0;Right
3603;106;106;Justin;Boisselle;;71;187;2005-5-16;Montreal;QC;Canada;;;0;Right
3604;114;114;Thomas;Hébert;;73;206;2005-1-29;Montreal;QC;Canada;;;0;Right
3605;115;115;Loic;Goyette;;73;190;2005-10-29;Laval;QC;Canada;;;0;Left
3606;108;108;Loïc;Francoeur;;74;187;2005-6-5;Montreal;QC;Canada;;;0;Left
3607;110;110;Marc-Olivier;Beaudry;;73;187;2005-7-6;Montreal;QC;Canada;;;0;Left
3608;109;109;Nathan;Baril;;68;165;2005-2-16;Longueuil;QC;Canada;;;0;Left
3609;108;108;Thomas;Verdon;;71;174;2005-7-7;Cleveland;OH;The United States;Canada;;0;Left
3610;106;106;Émile;Dubois;;72;159;2005-8-30;Montreal;QC;Canada;;;0;Left
3611;109;109;Samuel;Kingsley;;71;165;2005-1-18;Montreal;QC;Canada;;;0;Left
3612;108;108;Gabriel;Séguin;;73;165;2006-5-4;Montreal;QC;Canada;;;0;Left
3613;116;116;Quentin;Miller;;75;196;2004-12-23;Laval;QC;Canada;;;0;Left
3614;111;111;Mathéo;Lepage;;72;177;2006-10-24;Saint-Josephe-de-la-Rivière-Bleue;QC;Canada;;;0;Left
3615;114;114;Lucas;LeBlanc;;72;188;2006-4-11;Ottawa;ON;Canada;;;0;Left
3616;121;121;Alexis;Michaud;;72;170;2006-1-26;Quebec City;QC;Canada;;;0;Right
3617;110;110;Maxime;Lafond;;77;205;2006-3-28;Montreal;QC;Canada;;;0;Right
3618;122;122;Jacob;Beaulieu;;70;176;2006-6-30;Rivière-du-Loup;QC;Canada;;;0;Left
3619;108;108;Guillaume;Fillion;;72;194;2006-5-12;Sherbrooke;QC;Canada;;;0;Left
3620;116;116;Dominic;Pilote;;74;181;2006-2-14;Saint-Hyacinthe;QC;Canada;;;0;Left
3621;123;123;Alexis;Doucet;;71;159;2006-1-9;Trois-Rivières;QC;Canada;;;0;Right
3622;112;112;Félix;Lacerte;;71;170;2006-6-14;Trois-Rivières;QC;Canada;;;0;Left
3623;113;113;Raoul;Boilard;;73;190;2006-1-7;Sherbrooke;QC;Canada;;;0;Left
3624;114;114;Thomas;Desruisseaux;;71;176;2006-3-10;Lévis;QC;Canada;;;0;Left
3625;112;112;Julien;Lanthier;;71;176;2006-2-6;Lachute;QC;Canada;;;0;Left
3626;111;111;Sidney;Deslauriers;;71;170;2006-3-7;Mirabel;QC;Canada;;;0;Right
3627;119;119;Justin;Breton;;70;161;2006-2-14;Saint-Georges;QC;Canada;;;0;Left
3628;109;109;Nathan;Brisson;;71;169;2006-9-22;Lachute;QC;Canada;;;0;Left
3629;106;106;William;Labranche;;71;183;2006-7-15;Quebec City;QC;Canada;;;0;Left
3630;107;107;Justin;Carbonneau;;73;190;2006-11-25;Lévis;QC;Canada;;;0;Left
3631;109;109;Nathaniel;Harvey;;70;185;2006-2-16;Quebec City;QC;Canada;;;0;Right
3632;110;110;Maxime-Olivier;Drolet;;72;179;2006-7-19;Quebec City;QC;Canada;;;0;Left
3633;114;114;Raphael;Précourt;;72;196;2006-7-25;Quebec City;QC;Canada;;;0;Left
3634;112;112;Félix;Plamondon;;73;163;2006-3-18;Quebec City;QC;Canada;;;0;Left
3635;109;109;Émile;Beaunoyer;;70;170;2006-10-11;Drummondville;QC;Canada;;;0;Left
3636;115;115;Gabriel;Courchesne;;67;150;2006-10-23;Drummondville;QC;Canada;;;0;Left
3637;109;109;William;Dumais;;71;174;2006-2-8;Trois-Rivières;QC;Canada;;;0;Left
3638;108;108;Alexis;Lemire;;71;182;2006-4-27;Trois-Rivières;QC;Canada;;;0;Left
3639;107;107;Vincent;Desjardins;;71;165;2006-9-8;Mirabel;QC;Canada;;;0;Left
3640;107;107;Éliot;L'Italien;;74;196;2006-3-23;Quebec City;QC;Canada;;;0;Right
3641;114;114;Émile;Duquet;;69;157;2005-2-2;Lévis;QC;Canada;;;0;Left
3642;107;107;Théo;Lemieux;;70;170;2005-4-30;Lévis;QC;Canada;;;0;Left
3643;111;111;Éliott;Simard;;68;194;2005-1-20;Saguenay;QC;Canada;;;0;Right
3644;120;120;Natan;Grenier;;70;165;2005-4-20;Quebec City;QC;Canada;;;0;Left
3645;120;120;Alex;Mercier;;70;190;2005-9-22;Quebec City;QC;Canada;;;0;Right
3646;116;116;Olivier;Théberge;;72;205;2005-1-13;Quebec City;QC;Canada;;;0;Left
3647;120;120;David-Alexandre;Coulombe;;74;198;2005-2-22;Quebec City;QC;Canada;;;0;Left
3648;107;107;Tommy;Montreuil;;77;174;2005-4-25;Quebec City;QC;Canada;;;0;Left
3649;111;111;Maël;Lavigne;;75;183;2005-2-11;Quebec City;QC;Canada;;;0;Left
3650;114;114;Emmanuel;Vermette;;72;185;2005-5-11;Quebec City;QC;Canada;;;0;Left
3651;123;123;Jean-Félix;Lapointe;;78;196;2005-7-11;Quebec City;QC;Canada;;;0;Left
3652;123;123;Olivier;Dubois;;67;151;2005-2-15;Lévis;QC;Canada;;;0;Left
3653;107;107;Thomas;Paquet;;69;150;2005-2-15;Lévis;QC;Canada;;;0;Left
3654;109;109;Émerick;Bussières;;75;165;2005-9-7;Lévis;QC;Canada;;;0;Left
3655;118;118;Xavier;Daigle;;72;185;2005-3-11;Lévis;QC;Canada;;;0;Left
3656;115;115;Benjamin;Vigneault;;72;174;2004-6-4;Rivière-du-Loup;QC;Canada;;;0;Right
3657;108;108;Samuel;Rousseau;;70;179;2005-6-8;Lachute;QC;Canada;;;0;Right
3658;108;108;Axel;Dufresne;;71;170;2005-5-10;Lachute;QC;Canada;;;0;Left
3659;116;116;Alexandre;Blais;;70;154;2005-11-14;Montreal;QC;Canada;;;0;Left
3660;115;115;Mathieu;Wener;;70;176;2005-1-25;Montreal;QC;Canada;;;0;Left
3661;115;115;Antoine;Michaud;;72;194;2004-3-24;Toronto;ON;Canada;;;0;Right
3662;112;112;Jordan;Tourigny;;73;183;2005-2-28;Victoriaville;QC;Canada;;;0;Left
3663;110;110;Louis-Félix;Charrois;;71;172;2005-2-3;Drummondville;QC;Canada;;;0;Left
3664;106;106;Jérémie;Dumas;;75;192;2005-3-9;Sherbrooke;QC;Canada;;;0;Left
3665;123;123;Éloi;Bourdeau;;72;168;2005-8-9;Sherbrooke;QC;Canada;;;0;Left
3666;113;113;Shawn;Pearson;;70;185;2005-1-30;Sherbrooke;QC;Canada;;;0;Left
3667;123;123;Lewis;Gendron;;67;158;2005-10-23;Sherbrooke;QC;Canada;;;0;Left
3668;123;123;Maxime;Côté;;71;154;2005-3-12;Sherbrooke;QC;Canada;;;0;Left
3669;108;108;Evan;Courtois;;72;177;2005-4-15;Victoriaville;QC;Canada;;;0;Left
3670;109;109;Antoine;Lagacé;;71;172;2005-2-14;Mirabel;QC;Canada;;;0;Left
3671;109;109;Émile;Desjardins;;70;168;2004-3-5;Amos;QC;Canada;;;0;Left
3672;111;111;Thomas;Gagnon;;70;163;2005-11-15;Drummondville;QC;Canada;;;0;Left
3673;116;116;Lyam;Jacques;;71;152;2005-1-4;Drummondville;QC;Canada;;;0;Left
3674;113;113;Louis-Charles;Plourde;;74;197;2005-4-1;Asbestos;QC;Canada;;;0;Left
3675;108;108;Benjamin;Brunelle;;75;192;2005-6-7;Trois-Rivières;QC;Canada;;;0;Left
3676;118;118;Jacob;Brochu;;72;176;2005-9-15;Lachute;QC;Canada;;;0;Left
3677;116;116;Maël;St-Denis;;72;188;2005-5-15;Lachute;QC;Canada;;;0;Left
3678;112;112;Natan;Éthier;;73;166;2005-4-8;Lachute;QC;Canada;;;0;Left
3679;123;123;Justin;Larkin;;72;170;2005-10-15;Ottawa;ON;Canada;;;0;Left
3680;120;120;Vincent;Collard;;74;194;2005-1-3;Saguenay;QC;Canada;;;0;Right
3681;120;120;Pier-Étienne;Cloutier;;76;199;2005-11-23;Métabetchouan;QC;Canada;;;0;Left
3682;116;116;Maxime;Coursol;;72;179;2005-3-9;Mirabel;QC;Canada;;;0;Right
3683;109;109;Connor;Macey;;71;196;2005-2-15;Sherbrooke;QC;Canada;;;0;Right
3684;112;112;Éli;Baillargeon;;69;165;2005-4-27;Vancouver;BC;Canada;;;0;Left
3685;107;107;Olivier;Lemieux;;70;184;2006-11-27;Drummondville;QC;Canada;;;0;Left
3686;119;119;Lou;Lévesque;;69;148;2006-3-15;Mirabel;QC;Canada;;;0;Left
3687;118;118;Lucas;Romeo;;75;214;2005-3-24;Burlington;ON;Canada;;;0;Left
3688;115;115;Jack;Moffat;;77;205;2005-3-26;Hamilton;ON;Canada;;;0;Left
3689;114;114;Peteris;Bulans;;72;185;2005-3-8;Riga;RIG;Latvia;;;0;Left
3690;109;109;Samuel;Fiala;;73;187;2005-4-9;Prostejov;OLO;Czech Republic;;;0;Right
3691;118;118;Aleš;Zielinski;;73;190;2006-3-6;Havírov;MOR;Czech Republic;;;0;Right
3692;118;118;Jakub;Milota;;73;186;2006-4-14;Ostrava;MOR;Czech Republic;;;0;Left
3693;112;112;Jirí;Klíma;;72;186;2006-3-13;Ústí nad Orlicí;PAR;Czech Republic;;;0;Left
3694;119;119;Jan;Šprynar;;73;182;2005-2-26;Zatec;UST;Czech Republic;;;0;Right
3695;116;116;Pavel;Šimek;;70;182;2005-1-14;Prague;PRA;Czech Republic;;;0;Left
3696;107;107;Samuel;Kupec;;75;209;2006-1-14;Michalovce;KOS;Slovakia;;;0;Left
3697;122;122;Tyler;Peddle;;73;214;2005-1-28;Antigonish;NS;Canada;;;0;Left
3698;116;116;Luke;Coughlin;;70;172;2005-4-11;Charlottetown;PE;Canada;;;0;Left
3699;120;120;Dylan;MacKinnon;;74;193;2005-1-12;Dieppe;NB;Canada;;;0;Right
3700;110;110;Matteo;Rotondi;;72;196;2005-8-15;St. John's;NL;Canada;;;0;Left
3701;111;111;Justin;Gendron;;74;185;2005-9-30;Dieppe;NB;Canada;;;0;Right
3702;119;119;Logan;Crosby;;74;183;2005-12-14;New Glasgow;NS;Canada;;;0;Right
3703;117;117;Harry;Clements;;72;199;2005-1-29;Charlottetown;PE;Canada;;;0;Left
3704;118;118;Cole;Burbidge;;73;192;2005-8-26;Windsor;ON;Canada;;;0;Left
3705;111;111;Justin;Larose;;69;165;2005-4-26;Laval;QC;Canada;;;0;Left
3706;119;119;Jake;Todd;;70;176;2005-7-13;Cape Breton Regional Municipality;NS;Canada;;;0;Left
3707;119;119;Jack;Martin;;73;183;2005-2-10;South Glengarry;ON;Canada;;;0;Left
3708;121;121;Anton;Topilnyckyj;;74;190;2005-1-4;Oromocto;NB;Canada;;;0;Right
3709;118;118;Luke;Patterson;;74;185;2005-6-27;Moncton;NB;Canada;;;0;Left
3710;120;120;Preston;Lounsbury;;71;174;2005-4-12;Salisbury;NB;Canada;;;0;Left
3711;111;111;Cédric;Massé;;71;165;2005-11-14;Rimouski;QC;Canada;;;0;Left
3712;112;112;Félix;Hamel;;75;198;2005-7-5;Trois-Rivières;QC;Canada;;;0;Left
3713;121;121;Mathys;Routhier;;74;183;2005-3-18;Quebec City;QC;Canada;;;0;Left
3714;117;117;Cory;MacGillivray;;71;163;2005-3-27;New Glasgow;NS;Canada;;;0;Left
3715;115;115;Leyton;Stewart;;71;180;2005-6-4;Antigonish;NS;Canada;;;0;Right
3716;119;119;Jack William;Milner;;70;161;2005-2-5;Antigonish;NS;Canada;;;0;Left
3717;123;123;Noah;Blanchard;;71;180;2005-7-9;Bedford;QC;Canada;;;0;Left
3718;117;117;Ryan;Hackett;;71;183;2005-9-6;Vancouver;BC;Canada;;;0;Left
3719;119;119;Gabriel;Gaudreault;;72;159;2005-4-30;Roberval;QC;Canada;;;0;Left
3720;117;117;Blake;Pilgram-Edwards;;70;150;2005-7-7;Elmsdale;NS;Canada;;;0;Left
3721;111;111;Samuel;Vachon;;70;188;2005-4-1;Bradford;ON;Canada;;;0;Left
3722;114;114;Keegan;Warren;;74;185;2005-10-6;Conception Bay South;NL;Canada;Germany;;0;Left
3723;122;122;Nate;Tivey;;77;216;2004-3-27;Burlington;ON;Canada;;;0;Left
3724;113;113;Thomas;Chafe;;70;159;2005-4-19;St. John's;NL;Canada;;;0;Right
3725;111;111;Roope;Rajala;;71;187;2006-4-6;Ylöjärvi;PIR;Finland;;;0;Left
3726;110;110;David;Bosson;;74;194;2006-1-17;Marly;FR;Switzerland;;;0;Right
3727;115;115;Peter;Valent;;72;181;2005-12-7;Nitra;NIT;Slovakia;;;0;Left
3728;106;106;Nathan;Lévesque;;70;163;2004-11-26;Winnipeg;MB;Canada;;;0;Left
3729;123;123;Hugo;Marcil;;71;185;2004-8-7;Bourget;ON;Canada;;;0;Left
3730;121;121;Teo;Besnier;Toubhans;70;175;2005-8-19;Briançon;PRO;France;;;0;Right
3731;113;113;Simon;Mullen;;73;170;2005-9-17;Truro;NS;Canada;;;0;Left
3732;113;113;Max;Jardine;;71;172;2005-3-14;Miramichi;NB;Canada;;;0;Left
3733;120;120;Loke;Johansson;;75;227;2005-12-14;Stockholm;STO;Sweden;;;0;Left
3734;113;113;Oliver;Samson;;76;181;2005-2-9;Prague;PRA;Czech Republic;;;0;Left
3735;106;106;Jan;Golicic;;77;190;2006-6-30;Jesenice;GOR;Slovenia;;;0;Left
3736;119;119;Carlos;Händel;;73;191;2007-3-31;Erlangen;BAV;Germany;;;0;Right
3737;122;122;Justin;Robinson;;73;178;2006-2-22;Brantford;ON;Canada;;;0;Left
3738;118;118;Angelo;Fullerton;;76;212;2005-8-21;Quispamsis;NB;Canada;;;0;Left
3739;106;106;Jacob;Kaine;;70;152;2005-11-7;Quispamsis;NB;Canada;;;0;Left
3740;110;110;Yan;Gaudreau;;70;183;2005-7-31;Embrun;ON;Canada;;;0;Left
3741;121;121;Braydon;Stumpf;;71;164;2006-10-9;Wellesley;ON;Canada;;;0;Right
3742;114;114;Maxim;Massé;;75;195;2006-4-7;Rimouski;QC;Canada;;;0;Right
3743;116;116;Quinn;Kennedy;;70;178;2006-2-6;Halifax;NS;Canada;;;0;Left
3744;113;113;Alexis;Bernier;;73;202;2006-6-21;Saint-Hyacinthe;QC;Canada;;;0;Right
3745;109;109;Alix;Durocher;;71;170;2006-7-25;Drummondville;QC;Canada;;;0;Left
3746;120;120;Gabe;Smith;;77;207;2006-8-3;St. Andrews;NB;Canada;;;0;Left
3747;117;117;Alexandre;Lallier;;69;176;2005-5-23;Blainville;QC;Canada;;;0;Right
3748;116;116;Mathys;Dubé;;71;176;2006-10-29;Rimouski;QC;Canada;;;0;Left
3749;112;112;Reece;Peitzsche;;72;192;2006-12-8;Toronto;ON;Canada;;;0;Left
3750;121;121;Marcus;Kearsey;;72;178;2006-3-17;Deer Lake;NL;Canada;;;0;Left
3751;106;106;Zach;Pelletier;;75;199;2006-7-2;Chatham-Kent;ON;Canada;;;0;Left
3752;112;112;Jordan;Forget;;72;174;2006-4-16;Sierre;VS;Switzerland;Canada;;0;Right
3753;109;109;Evan;Dépatie;;68;161;2006-8-19;Granby;QC;Canada;;;0;Right
3754;117;117;Mathis;Langevin;;73;161;2006-6-18;Winnipeg;MB;Canada;;;0;Left
3755;107;107;Eric;Halliday;;72;174;2006-12-27;Hammonds Plains Road;NS;Canada;;;0;Left
3756;107;107;Eliot;Ogonowski;;69;162;2006-3-17;Val-d'Or;QC;Canada;;;0;Left
3757;119;119;Antoine;Fontaine;;69;157;2006-7-10;Granby;QC;Canada;;;0;Right
3758;119;119;Lincoln;Waugh;;70;177;2006-4-17;Summerside;PE;Canada;;;0;Left
3759;118;118;Étienne;Desjardins;;73;207;2006-9-8;Mirabel;QC;Canada;;;0;Left
3760;122;122;Coen;Miller;;71;178;2006-2-27;Bedford;NS;Canada;;;0;Left
3761;110;110;Renaud;Poulin;;71;181;2006-11-22;Nicolet;QC;Canada;;;0;Right
3762;118;118;Callum;Aucoin;;72;175;2006-10-22;Regina;SK;Canada;;;0;Left
3763;123;123;Chad;Bellemare;;69;141;2006-7-6;Blainville;QC;Canada;;;0;Right
3764;121;121;Ross;Campbell;;71;176;2006-6-30;Souris;PE;Canada;;;0;Right
3765;118;118;Carson;Griffin;;75;179;2006-10-6;Summerside;PE;Canada;;;0;Left
3766;123;123;Justin;Lemay;;72;190;2006-1-21;Alma;QC;Canada;;;0;Left
3767;114;114;Colby;Train;;75;210;2006-3-15;Saint John;NB;Canada;;;0;Left
3768;108;108;Samuel;Beauchemin;;70;141;2006-6-28;Anaheim;CA;The United States;Canada;;0;Left
3769;107;107;Matt;Gosselin;;67;152;2006-2-14;Montmagny;QC;Canada;;;0;Right
3770;121;121;Matthew;Butler;;66;158;2006-5-19;St. John's;NL;Canada;;;0;Left
3771;112;112;Kody;Dupuis;;69;176;2006-2-9;St. Paul;MN;Canada;The United States;;0;Left
3772;118;118;Noah;Larochelle;;70;163;2006-5-14;Quebec City;QC;Canada;;;0;Right
3773;115;115;Nathan;Plouffe;;74;196;2006-2-28;Blainville;QC;Canada;;;0;Left
3774;110;110;Michael;Arsenault;;73;181;2006-6-22;Cornwall;PE;Canada;;;0;Left
